colloc_word_value	colloc_word_id	colloc_lexeme_id	delete_colloc_lexeme_ids
evangeelne kogudus	2081291	3284345	3056022
fakt hämmastab	1815476	3018529	3268417
fakt ilmestab	2065891	3268945	3268419
fakt iseloomustab	2065904	3268958	3268432
fakt ja argument	1772443	2975495	3268388
fakt ja teooria	2065888	3268942	3268416
fakt ja tsitaat	2065883	3268937	3268411
fakt ja tõlgendus	2065879	3268933	3268407
fakt lohutab	2065886	3268940	3268414
fakt tõendab	2065902	3268956	3268430
fakt tõestab	2065898	3268952	3268426
fakte eristama	1797915	3000968	3268427
fakte ignoreerima	1818005	3021058	3268418
fakte koguma	2065923	3268977	3268451
fakte kontrollima	1858905	3061958	3268399
fakte kõrvutama	1872775	3075828	3268423
fakte loetlema	1887737	3090790	3268415
fakte moonutama	2065905	3268959	3268433
fakte pähe õppima	1953801	3156854	3268410
fakte väänama	2050669	3253723	3268403
fakte võltsima	2046182	3249236	3268401
fakti aktsepteerima	1766391	2969443	3268429
fakti arvestama	1774778	2977830	3268472
fakti eirama	1790222	2993275	3268391
fakti eitama	2065862	3268916	3268390
fakti esitama	1801235	3004288	3268449
fakti ignoreerima	2065919	3268973	3268447
fakti kinnitama	1801232	3004285	3268457
fakti konstateerima	2065975	3269029	3268503
fakti kontrollima	1801233	3004286	3268453
fakti mainima	1897972	3101025	3268421
fakti muutma	1801227	3004280	3268491
fakti nentima	1801230	3004283	3268467
fakti rõhutama	1968151	3171204	3268412, 3277805
fakti salgama	1971806	3174859	3268397
fakti seletama	1975196	3178249	3268437
fakti teadma	1801228	3004281	3268484
fakti teadvustama	2065868	3268922	3268396
fakti tunnistama	2065933	3268987	3268461
fakti tuvastama	2065949	3269003	3268477
fakti tõdema	2065878	3268932	3268406
fakti tõestama	2018404	3221457	3268413
fakti tõlgendama	2065917	3268971	3268445
fakti unustama	2026735	3229789	3268393, 3281097
fakti vaidlustama	2065864	3268918	3268392
fakti varjama	2036303	3239357	3268434
fakti ümber lükkama	2065910	3268964	3268438
faktid ja andmed	2065858	3268912	3268386
faktid ja asjaolud	2065857	3268911	3268385
faktid ja detailid	1783158	2986211	3268387
faktid ja hinnangud	2065894	3268948	3268422
faktid ja järeldused	2065903	3268957	3268431
faktid ja legendid	2065876	3268930	3268404
faktid ja loogika	2065874	3268928	3268402
faktid ja näited	2065872	3268926	3268400
faktid ja oletused	2065897	3268951	3268425
faktid ja seosed	2065896	3268950	3268424
faktid ja statistika	1984043	3187096	3268394
faktid ja sündmused	2065880	3268934	3268408
faktid ja tõendid	2018161	3221214	3268428
faktid ja tõendusmaterjalid	2065867	3268921	3268395
faktid ja väited	2047855	3250909	3268420
faktid kinnitavad	1801221	3004274	3268485
faktid kõnelevad	2065943	3268997	3268471
faktid näitavad	1801220	3004273	3268493
faktid puuduvad	2065938	3268992	3268466
faktid räägivad	1801219	3004272	3268505
faktid segunevad	2065911	3268965	3268439
faktid toetavad	2065934	3268988	3268462
faktid tõestavad	2065950	3269004	3268478
faktid või väljamõeldis	2049007	3252061	3268409
faktide eitamine	2065861	3268915	3268389
faktide kogum	2065870	3268924	3268398
faktide kontrollimine	1858990	3062043	3268405
faktidel põhinema	1801245	3004298	3268500
faktidele toetuma	2065964	3269018	3268492
faktidele tuginema	1801240	3004293	3268504
faktiga leppima	2065973	3269027	3268501
faktil rajanema	2065907	3268961	3268435
faktile osutama	1928875	3131928	3268436
faktile tähelepanu pöörama	2065948	3269002	3268476
faktina välja tooma	1801246	3004299	3268502
faktist lähtuma	2065962	3269016	3268490
faktist tulenema	1801238	3004291	3268499
fantaasia ja ulme	2026219	3229273	3275039
fassaad valmib	2062864	3265918	3004477
festivali külastajad	2071760	3274814	3078326
festivali produtsent	2079853	3282907	3149951
festivali treiler	2011767	3214820	3292729
fikseerima kontrolli käigus	2084452	3287506	3004714
filiaal tegutseb	2067764	3270818	3004743
film valmib	2062982	3266036	3004791
filmi produtsent	2079833	3282887	3004824
filmi treiler	2011764	3214817	3292721
filmi võtted	1801774	3004827	3266206
filmikunsti helitehnoloogia	1801847	3004900	3277539
filosoofia õpetaja	1801962	3005015	3266413
firma auto	1778742	2981794	3283412
firma seif	2091228	3294282	3294236
firma teenindab	2073787	3276841	3205109
firma tegutseb	2067980	3271034	3005382
firma telefoninumber	2086838	3289892	3207231
firma töötegijad	2024069	3227123	3285193
fond tegutseb	2067767	3270821	3005466
fooris vilgub tuli	2042786	3245840	3245839
foorumi külastajad	2071777	3274831	3005636
foorumis kurtma	1802575	3005628	3271662
formaalsed näitajad	2089156	3292210	3005716
fotograaf ja ajakirjanik	1765102	2968154	3287322
funktsionaalne paindlikkus	2079719	3282773	3134166
funktsioonid ja rakendused	1959019	3162072	3274182
füsioloogilised näitajad	2089155	3292209	3006285
füüsika õpetaja	1803278	3006331	3266421
füüsikalised loodusteadused	2080807	3283861	3006353
füüsiline taju	1997133	3200186	3285313
füüsiline universum	2070318	3273372	3229727
füüsiline vastuhakk	2084706	3287760	3240393
füüsiline vastupanu	2085954	3289008	3240638
galerii tegutseb	2067808	3270862	3006525
garantiid ja tagatised	1996323	3199376	3270151
geenid kodeerivad valke	1803656	3006709	3293743
geneetiline analüüs	1803745	3006798	3006797
geneetiliselt muundama	1803750	3006803	3277298
geograafia õpetaja	1803840	3006893	3266412
giidina tegutsema	2067785	3270839	3006997
glamuurne vastuvõtt	2085782	3288836	3241373
globaalne internet	1822705	3025758	3281861
grammatika ja sõnastik	2082046	3285100	3193315
grammatikad ja sõnaraamatud	2082084	3285138	3193256
grimassi näole manama	2084570	3287624	3124772
gripi ennetamine	1804242	3007295	3271526
gripivastane vaktsineerimine	2080667	3283721	3235250
grippi ravima	2089390	3292444	3007274
grupeering tegutseb	2067761	3270815	3007321
grupiga ühinema	2068107	3271161	3007376
grupp tegutseb	2067762	3270816	3007355
gümnaasiumi vilistlane	2042667	3245721	3266339
gümnaasiumi õpetajad	1804369	3007422	3266420
haagisega auto	1804411	3007464	3283187
haamriga lööma	1804458	3007511	3274080
haav valutab	1804631	3007684	3279377
haava ravima	2089328	3292382	3007691
haavandi verejooks	2080613	3283667	3007753
haavandit ravima	2089387	3292441	3007745
haavatuid ravima	2089363	3292417	3007768
habras vaherahu	2030698	3233752	3277433
haige vanur	2075608	3278662	3238602
haiged ja vanurid	2075607	3278661	3238625
haigeid ravima	2089397	3292451	3007956
haigekassa eelarve	2065040	3268094	3268351
haiget ravima	2089295	3292349	3163613
haigete vastuvõtt	2085818	3288872	3007968
haigla arstid	2082615	3285669	2976390
haigla ja arst	2082656	3285710	2976403
haiglas ravima	2089294	3292348	3008143
haiglast koju	1852207	3055260	3279065
haigus ohustab	1805188	3008241	3279761
haigusi ravima	2089382	3292436	3008242
haigust ravima	2089317	3292371	3163616
haigust seostama	1976384	3179437	3285631
haiguste ennetamine	1795930	2998983	3271492
haigutav tühik	2024842	3227896	3287816
hais ja mustus	2073592	3276646	3112621
haisev ja räpane	1968836	3171889	3283989
haisev laip	1879730	3082783	3267062
haisev väljaheide	2090599	3293653	3251782
hakkaja ettevõtja	1805464	3008517	3272952
hakkepuit ja turvas	2017150	3220203	3289625
hakkliha praadima	1805512	3008565	3265081
halastamatu kättemaks	2075454	3278508	3008636
halb näitaja	2089184	3292238	3125255
halb nõuandja	1920517	3123570	3272189
halb õpetaja	2053380	3256434	3266628
haldjate keel	1805745	3008798	3278421
haldusala eelarve	1805811	3008864	3268350
haldusalas tegutsema	2067896	3270950	3008852
halduskohus rahuldab nõude	1805819	3008872	3008871
hale kuju	2083044	3286098	3008926
hale vennike	2080416	3283470	3008927
hall sammal	1972385	3175438	3283805
halvimal juhul	2073099	3276153	3030901
halvustav nimetus	1806225	3009278	3286951
hambaarsti abiline	1762335	2965387	3294339
hambaarsti vastuvõtt	2085792	3288846	3009313
hambaid ravima	2089389	3292443	3009457
hambaid säärde lööma	1991314	3194367	3274040
hammas valutab	1806392	3009445	3279345
hammast ravima	2089340	3292394	3163620
hammaste tervishoid	2078339	3281393	3209688
hammustama ja lööma	1894935	3097988	3274107
hane sööma	2073471	3276525	3009610
hane tiivad	2073469	3276523	3009615
hane udusuled	2073463	3276517	3282678, 3009614
haned ja kured	2073482	3276536	3070942
haned ja luiged	2073483	3276537	3093587
haned kaagutavad	2073459	3276513	3009601
haned lendavad	2073445	3276499	3009599
haned munevad	2073464	3276518	3009602
haned nokivad	2073478	3276532	3009605
haned paterdavad	2073475	3276529	3009604
haned pesitsevad	2073470	3276524	3009603
haned rändavad	2073451	3276505	3009600
hanede kaagutamine	2073452	3276506	3009612
hanede parv	2073457	3276511	3009613
hanede ränne	2073446	3276500	3009611
hanesid kasvatama	2073447	3276501	3009606
hanesid nuumama	2073465	3276519	3009609
hanesid ostma	2073458	3276512	3009608
hanesid tapma	2073453	3276507	3009607
hanges istuma	2086254	3289308	3009545
hani ja kalkun	2073480	3276534	3039881
hani ja part	2073481	3276535	3137513
hapnikuga ühinema	2068067	3271121	3260462
happeline pinnas	2090415	3293469	3009768
happeline väljaheide	2090597	3293651	3251783
happelised jääkained	1806721	3009774	3277541
hapukapsast praadima	1806795	3009848	3265080
haridus ja tervishoid	2078318	3281372	3209695
harilikult seostama	1807069	3010122	3285605
harilikus kirjas	2082004	3285058	3285017
harimatu ajakirjanik	1807102	3010155	3287211
haritud töötegija	2024056	3227110	3285183
harituse näitaja	2089161	3292215	3010236
harja pihku andma	1938896	3141949	3141950
harjuma ja kohanema	1853477	3056530	3056531
harjumuspärane elatustase	1792048	2995101	3274302
harjumuspärane elustandard	2071243	3274297	3010439
harjutama ja treenima	2089522	3292576	3010502
harmooniline suhe	1807614	3010667	3010666
harrastajad treenivad	2089566	3292620	3010708
haruldane konn	1858041	3061094	3271313
harv hetk	2066257	3269311	3010910
haukuma kodu juures	2083475	3286529	3011133, 3279271
haukuma maja juures	2083472	3286526	3011132
hea abiline	1762302	2965354	3294325
hea ajakirjanik	1765057	2968109	3287327
hea arst	2082624	3285678	2976334
hea auto	1778674	2981726	3283372
hea hetk	2066379	3269433	3012596
hea intuitsioon	1823121	3026174	3265263
hea ja ilus	2064686	3267740	3022380
hea kodu	1852148	3055201	3279089
hea moment	2066496	3269550	3109874
hea näitaja	2089201	3292255	3292177
hea nõuandja	1920514	3123567	3272204
hea pakkumine	1931822	3134875	3281220
hea politseinik	1943450	3146503	3281701
hea pood	2074040	3277094	3146837
hea ründaja	1969382	3172435	3274917
hea termin	2072083	3275137	3208825
hea tootlus	2010278	3213331	3287111
hea tulemus innustab	1821893	3024946	3274414
hea töötegija	2024039	3227093	3285186
hea õpetaja	2053373	3256427	3266687
hea õppimine	2054496	3257550	3278850
head daamid ja härrad	2089041	3292095	3018653
head prouad ja härrad	2089050	3292104	3018658, 3292089
headuse näitaja	2089160	3292214	3011261
heal juhul	2073094	3276148	3030898
heategu unustama	1808523	3011576	3281135
heitmed ja jäätmed	2086548	3289602	3036348
helde pakkumine	1808845	3011898	3281277
hele särk	1991202	3194255	3272052
helesinine ekraan	2086550	3289604	2993463
helesinine ja tumesinine	2086551	3289605	3218136
helesinine kleit	2086561	3289615	3011999
helesinine laguun	2086559	3289613	3012001
helesinine merevesi	2086549	3289603	3107626
helesinine meri	2086560	3289614	3012000
helesinine pluus	2086552	3289606	3012008
helesinine särk	2086558	3289612	3289623, 3012002
helesinine taevas	2086564	3289618	3011996
helesinine taust	2086556	3289610	3012004
helesinine toon	2086555	3289609	3012005
helesinine valgus	2086554	3289608	3012006
helesinine vesi	2086562	3289616	3011998
helesinine värv	2086563	3289617	3011997
helesinised silmad	2086568	3289622	3011995
helesinised teksad	2086553	3289607	3012007
helesinised õied	2086557	3289611	3012003
helesiniseks muutuma	2086567	3289621	3012009
helesiniseks värvima	2086565	3289619	3012010
helevalge tuvi	2017917	3220970	3292314
helge hetk	2066376	3269430	3012013
helge moment	2066515	3269569	3012021
helikopterisse istuma	2086517	3289571	3012151
helilooja ja produtsent	2079851	3282905	3149963
heliplaadi produtsent	2079865	3282919	3012276
heliplaat valmib	2062863	3265917	3012251
helistaja number	2088359	3291413	3012309
helistaja telefoninumber	2086832	3289886	3207232
helistama ja kurtma	1868588	3071641	3271628
helistama ja pärima	2063201	3266255	3157431
helkur peegeldab valgust	1809345	3012398	3293744
helkurita jalakäija	1809359	3012412	3278632
hell hetk	2066256	3269310	3012422
herilane lendab	1809432	3012485	3282880
herilane nõelab	1809433	3012486	3282875
herilane ründab	1809434	3012487	3282869
herilane torkab	1809435	3012488	3277880, 3282865
herilase hammustus	1809442	3012495	3282874
herilase mürk	1809443	3012496	3282870
herilase nõel	1809444	3012497	3282864
herilase nõelamine	1809441	3012494	3282879
herilased ja mesilased	1904777	3107830	3282859
herilased tiirlevad	1809436	3012489	3282862
herilased tiirutavad	1809437	3012490	3282861
herilasi hävitama	1809438	3012491	3282878
herilasi peletama	1809440	3012493	3282868
herilasi tõrjuma	1809439	3012492	3282873
herilaste pesa	1809445	3012498	3282863
herilaste rünnak	1809446	3012499	3282860
hetk aega	2066447	3269501	2966335
hetk jõuab kätte	2066405	3269459	3012611
hetk koidab	2066355	3269409	3058116
hetk kõhklust	2066354	3269408	3073862
hetk meenub	2066358	3269412	3106059
hetk pausi	2066350	3269404	3138403
hetk puhkust	2066352	3269406	3152530
hetk rahu	2066367	3269421	3160498
hetk saabub	2066424	3269478	3012609
hetk tekib	2066411	3269465	3012610
hetk tuleb	2066444	3269498	3012608
hetk vahet	2066362	3269416	3233286
hetk vaikust	2066429	3269483	3012649
hetke ajend	2066400	3269454	3012648
hetke ajendil	2066346	3269400	2968741
hetke ajendil tegema	2066345	3269399	2968728
hetke emotsioon	2066427	3269481	3012646
hetke jäädvustama	2066357	3269411	3036029
hetke kõhklema	2066356	3269410	3073837
hetke leidma	2066398	3269452	3012615
hetke meenutama	2066391	3269445	3012616
hetke mäletama	2066387	3269441	3012617
hetke nautima	2066445	3269499	3012612
hetke ootama	2066368	3269422	3129228
hetke pärast	2066453	3269507	3012660
hetke tabama	2066425	3269479	3012613
hetke tabamine	2066360	3269414	3198188
hetke turuhind	2066412	3269466	3012647
hetke varitsema	2066371	3269425	3239334
hetke võtma	2066413	3269467	3012614
hetkede jäädvustamine	2066347	3269401	3036046
hetkega haihtuma	2066351	3269405	3008352
hetkega imenduma	2066353	3269407	3022826
hetkega juhtuma	2066393	3269447	3012644
hetkega kaduma	2082298	3285352	3285405, 3269487
hetkega muutuma	2066451	3269505	3012638
hetkega tekkima	2066416	3269470	3012641
hetkega täituma	2066399	3269453	3012642
hetkega ummistama	2066369	3269423	3229430
hetkeks kujutlema	2066349	3269403	3068828
hetkeks kõhklema	2066348	3269402	3073836
hetkeks mõtlema	2066446	3269500	3012632
hetkeks peatama	2066361	3269415	3139211
hetkeks peatuma	2066415	3269469	3012634
hetkeks põikama	2066359	3269413	3155348
hetkeks tarduma	2066363	3269417	3201942
hetkeks tunduma	2066434	3269488	3012633
hetkeks unustama	2066404	3269458	3281081, 3012635
hetkeks vaatama	2066364	3269418	3231721
hetkeks vaatama	2066366	3269420	3231764
hetkeks vaibuma	2066372	3269426	3234234
hetkeks vaibuma	2066365	3269419	3234216
hetkeks vaikima	2066373	3269427	3234424
hetkel elama	2066414	3269468	3012628
hetkel puuduma	2066431	3269485	3012627
hetkel tegelema	2066392	3269446	3012630
hetkel toimuma	2066388	3269442	3012631
hetkel töötama	2066450	3269504	3012623
hetkel viibima	2066401	3269455	3012629
hetkeni kestma	2066428	3269482	3012637
hetkes elama	2066452	3269506	3012618
hetkest algama	2066449	3269503	3012619
hetkest jõustuma	2066417	3269471	3012621
hetkest käivituma	2066402	3269456	3012622
hetkest muutuma	2066432	3269486	3012620
higine särk	1809746	3012799	3272023
higiseks tõmbuma	1809768	3012821	3272392
hiiglaslik madu	2075434	3278488	3100020
hiilgama valguse käes	2089581	3292635	3012941
hiilima auto juurde	1809965	3013018	3286632, 3286586
hiired ja konnad	1858061	3061114	3271330
hiline kellaaeg	2083760	3286814	3013093
hiline mai	2076766	3279820	3100864
hiljaaegu valmima	2062980	3266034	3237116
hiljuti valmima	2062983	3266037	3237115
himuga treenima	2089544	3292598	3013247
hinda arvestama	1774825	2977877	3276448
hinda arvutama	2073341	3276395	2978264
hinda fikseerima	2084463	3287517	3004696
hindama ja arvestama	1774849	2977901	3276438
hindama kolleegide juures	2083477	3286531	3013467
hindama toidu juures	2083476	3286530	3013468
hindamatu abiline	1762322	2965374	3294362
hingav ja elastne	1792011	2995064	3277006
hingav tekstiil	2003988	3207041	3277005
hingeaur jäätub	2068934	3271988	3036361
hingede päästmine	1810552	3013605	3272886
hingematvalt ilus	2064639	3267693	3022350
hinnakirjaga tutvuma	1810748	3013801	3287875
hinnaline auto	1810844	3013897	3283192
hinnaline kinnistu	2068844	3271898	3013895
hinnapakkumine kehtib	2078124	3281178	3014020
hinnapakkumine sisaldab	2078127	3281181	3014019
hinnapakkumisi võrdlema	2078130	3281184	3014030
hinnapakkumist esitama	2078140	3281194	3014025
hinnapakkumist koostama	2078138	3281192	3014026
hinnapakkumist küsima	2078144	3281198	3014023
hinnapakkumist ootama	2078132	3281186	3014029
hinnapakkumist paluma	2078136	3281190	3014027
hinnapakkumist saama	2078125	3281179	3014022
hinnapakkumist soovima	2078134	3281188	3014028
hinnapakkumist tegema	2078128	3281182	3014021
hinnapakkumist võtma	2078142	3281196	3014024
hinnatud töötegija	2024054	3227108	3285192
hinnatud õpetaja	2053387	3256441	3266649
hirm ja värin	2050065	3253119	3288943
hirmsal kombel	2064732	3267786	3059707
hirmsasti armastama	2081783	3284837	3014317
hirmsasti ehmatama	2081811	3284865	2993073
hirmsasti haisema	2081809	3284863	3008409
hirmsasti haukuma	2081808	3284862	3011106
hirmsasti higistama	2081800	3284854	3012831
