EKI liik	EKI nimi	EKI kood	EKI väärtus	EKI keel	LEX nimi	LEX kood
etymkeel_tyyp	etymkeel_tyyp	taani	taani keel	et	language	dan
etymkeel_tyyp	etymkeel_tyyp	taani	Danish	en	language	dan
etymkeel_tyyp	etymkeel_tyyp	tadžiki	tadžiki keel	et	language	tgk
etymkeel_tyyp	etymkeel_tyyp	tadžiki	Tajiki (Tajiki Persian)	en	language	tgk
etymkeel_tyyp	etymkeel_tyyp	tagalogi	tagalogi keel	et	language	tgl
etymkeel_tyyp	etymkeel_tyyp	tagalogi	Tagalog	en	language	tgl
etymkeel_tyyp	etymkeel_tyyp	tai	tai keel	et	language	tha
etymkeel_tyyp	etymkeel_tyyp	tai	Thai	en	language	tha
etymkeel_tyyp	etymkeel_tyyp	taino	taino keel	et	language	tnq
etymkeel_tyyp	etymkeel_tyyp	taino	Taino	en	language	tnq
etymkeel_tyyp	etymkeel_tyyp	tamili	tamili keel	et	language	tam
etymkeel_tyyp	etymkeel_tyyp	tamili	Tamil	en	language	tam
etymkeel_tyyp	etymkeel_tyyp	tatari	tatari keel	et	language	tat
etymkeel_tyyp	etymkeel_tyyp	tatari	Tatar	en	language	tat
etymkeel_tyyp	etymkeel_tyyp	tiibeti	tiibeti keel	et	language	bod
etymkeel_tyyp	etymkeel_tyyp	tiibeti	Tibetan	en	language	bod
etymkeel_tyyp	etymkeel_tyyp	tonga	tonga keel	et	language	ton
etymkeel_tyyp	etymkeel_tyyp	tonga	Tongan	en	language	ton
etymkeel_tyyp	etymkeel_tyyp	tšagatai	tšagatai (vanausbeki) keel	et	language	chg
etymkeel_tyyp	etymkeel_tyyp	tšagatai	Chagatai	en	language	chg
etymkeel_tyyp	etymkeel_tyyp	tšehhi	tšehhi keel	et	language	ces
etymkeel_tyyp	etymkeel_tyyp	tšehhi	Czech	en	language	ces
etymkeel_tyyp	etymkeel_tyyp	tšerokii	tšerokii keel	et	language	chr
etymkeel_tyyp	etymkeel_tyyp	tšerokii	Cherokee	en	language	chr
etymkeel_tyyp	etymkeel_tyyp	tšuktši	tšuktši keel	et	language	ckt
etymkeel_tyyp	etymkeel_tyyp	tšuktši	Chukchi	en	language	ckt
etymkeel_tyyp	etymkeel_tyyp	tšuvaši	tšuvaši keel	et	language	chv
etymkeel_tyyp	etymkeel_tyyp	tšuvaši	Chuvash	en	language	chv
etymkeel_tyyp	etymkeel_tyyp	tupi-guaranii	tupi-guaranii keel	et	language	qax
etymkeel_tyyp	etymkeel_tyyp	tupi-guaranii	Tupi-Guarani	en	language	qax
etymkeel_tyyp	etymkeel_tyyp	tupii	tupii keel	et	language	tpw
etymkeel_tyyp	etymkeel_tyyp	tupii	Tupi	en	language	tpw
etymkeel_tyyp	etymkeel_tyyp	turgi k-d	turgi keeled	et	language	qbj
etymkeel_tyyp	etymkeel_tyyp	turgi k-d	Turkic	en	language	qbj
etymkeel_tyyp	etymkeel_tyyp	türgi	türgi keel	et	language	tur
etymkeel_tyyp	etymkeel_tyyp	türgi	Turkish	en	language	tur
etymkeel_tyyp	etymkeel_tyyp	türgi	(osmani) türgi (osmani) keel	et	language	ota
etymkeel_tyyp	etymkeel_tyyp	türgi	Turkish (Ottoman)	en	language	ota
etymkeel_tyyp	etymkeel_tyyp	udmurdi	udmurdi keel	et	language	udm
etymkeel_tyyp	etymkeel_tyyp	udmurdi	Udmurt	en	language	udm
etymkeel_tyyp	etymkeel_tyyp	uiguuri	uiguuri keel	et	language	uig
etymkeel_tyyp	etymkeel_tyyp	uiguuri	Uighur	en	language	uig
etymkeel_tyyp	etymkeel_tyyp	ukraina	ukraina	et	language	ukr
etymkeel_tyyp	etymkeel_tyyp	ukraina	Ukrainian	en	language	ukr
etymkeel_tyyp	etymkeel_tyyp	umbundu	umbundu keel	et	language	umb
etymkeel_tyyp	etymkeel_tyyp	umbundu	Umbundu	en	language	umb
etymkeel_tyyp	etymkeel_tyyp	ungari	ungari keel	et	language	hun
etymkeel_tyyp	etymkeel_tyyp	ungari	Hungarian	en	language	hun
etymkeel_tyyp	etymkeel_tyyp	urdu	urdu keel	et	language	urd
etymkeel_tyyp	etymkeel_tyyp	urdu	Urdu	en	language	urd
etymkeel_tyyp	etymkeel_tyyp	usbeki	usbeki keel	et	language	uzb
etymkeel_tyyp	etymkeel_tyyp	usbeki	Uzbek	en	language	uzb
etymkeel_tyyp	etymkeel_tyyp	uurali	uurali	et	language	qay
etymkeel_tyyp	etymkeel_tyyp	uurali	Uralic	en	language	qay
etymkeel_tyyp	etymkeel_tyyp	uuskreeka	uuskreeka keel	et	language	qaz
etymkeel_tyyp	etymkeel_tyyp	uuskreeka	New Greek	en	language	qaz
etymkeel_tyyp	etymkeel_tyyp	uusladina	uusladina keel	et	language	qba
etymkeel_tyyp	etymkeel_tyyp	uusladina	New Latin / Neo-Latin	en	language	qba
etymkeel_tyyp	etymkeel_tyyp	vadja	vadja keel	et	language	vot
etymkeel_tyyp	etymkeel_tyyp	vadja	Votic	en	language	vot
etymkeel_tyyp	etymkeel_tyyp	valgevene	valgevene keel	et	language	bel
etymkeel_tyyp	etymkeel_tyyp	valgevene	Belarusian	en	language	bel
etymkeel_tyyp	etymkeel_tyyp	vanaegiptuse	vanaegiptuse keel	et	language	qbb
etymkeel_tyyp	etymkeel_tyyp	vanafriisi	vanafriisi keel	et	language	qbc
etymkeel_tyyp	etymkeel_tyyp	vanahispaania	vanahispaania keel	et	language	qbd
etymkeel_tyyp	etymkeel_tyyp	vanaindia	vanaindia keel	et	language	qbe
etymkeel_tyyp	etymkeel_tyyp	vanainglise	vanainglise keel	et	language	ang
etymkeel_tyyp	etymkeel_tyyp	vanasaksi	vanasaksi keel	et	language	qbf
etymkeel_tyyp	etymkeel_tyyp	vanasaksi	Old Saxon	en	language	qbf
etymkeel_tyyp	etymkeel_tyyp	vanaprantsuse	vanaprantsuse keel	et	language	fro
etymkeel_tyyp	etymkeel_tyyp	vanaprantsuse	Old French	en	language	fro
etymkeel_tyyp	etymkeel_tyyp	vanapõhja	vanapõhja keel	et	language	non
etymkeel_tyyp	etymkeel_tyyp	vanapõhja	Old Norse	en	language	non
etymkeel_tyyp	etymkeel_tyyp	vanapärsia	vanapärsia keel	et	language	peo
etymkeel_tyyp	etymkeel_tyyp	vanapärsia	Old Persian	en	language	peo
etymkeel_tyyp	etymkeel_tyyp	vanarootsi	vanarootsi keel	et	language	qbg
etymkeel_tyyp	etymkeel_tyyp	vanarootsi	Old Swedish	en	language	qbg
etymkeel_tyyp	etymkeel_tyyp	vanatürgi	vanatürgi keel	et	language	qbh
etymkeel_tyyp	etymkeel_tyyp	vanatürgi	Old Turkish	en	language	qbh
etymkeel_tyyp	etymkeel_tyyp	vanavene	vanavene keel	et	language	qbi
etymkeel_tyyp	etymkeel_tyyp	vanavene	Old Russian	en	language	qbi
etymkeel_tyyp	etymkeel_tyyp	vanaülemsaksa	vanaülemsaksa keel	et	language	goh
etymkeel_tyyp	etymkeel_tyyp	vanaülemsaksa	Old High German	en	language	goh
etymkeel_tyyp	etymkeel_tyyp	vene	vene keel	et	language	rus
etymkeel_tyyp	etymkeel_tyyp	vene	Russian	en	language	rus
etymkeel_tyyp	etymkeel_tyyp	vepsa	vepsa keel	et	language	vep
etymkeel_tyyp	etymkeel_tyyp	vepsa	Vepsian	en	language	vep
etymkeel_tyyp	etymkeel_tyyp	vietnami	vietnami keel	et	language	vie
etymkeel_tyyp	etymkeel_tyyp	vietnami	Vietnamese	en	language	vie
etympl_tyyp	etympl_tyyp	põlissõna	põline sõna	et	etymology_type	põlissõna
etympl_tyyp	etympl_tyyp	kirjakeele sõna	kirjakeeles loodud sõna	et	etymology_type	kirjakeele sõna
etympl_tyyp	etympl_tyyp	kõlasõna	kõlasõna	et	etymology_type	kõlasõna
etympl_tyyp	etympl_tyyp	laensõna	laensõna	et	etymology_type	laensõna
etympl_tyyp	etympl_tyyp	laensõna	loanword	en	etymology_type	laensõna
etympl_tyyp	etympl_tyyp	laenväljend	laenatud väljend	et	etymology_type	laenväljend
etympl_tyyp	etympl_tyyp	laenväljend	borrowed expression	en	etymology_type	laenväljend
etympl_tyyp	etympl_tyyp	pooltõlkelaen	pooltõlkelaen, laenu ja tõlkelaenu ristand	et	etymology_type	pooltõlkelaen
etympl_tyyp	etympl_tyyp	tehissõna	tehissõna (kirjakeele all-liik)	et	etymology_type	tehissõna
etympl_tyyp	etympl_tyyp	tehissõna	artificial word	en	etymology_type	tehissõna
etympl_tyyp	etympl_tyyp	tootenimi	tootenimi, kaubamärk	et	etymology_type	tootenimi
etympl_tyyp	etympl_tyyp	tootenimi	trade name, trade mark, brand	en	etymology_type	tootenimi
etympl_tyyp	etympl_tyyp	tõlkelaen	tõlkelaen	et	etymology_type	tõlkelaen
etympl_tyyp	etympl_tyyp	tõlkelaen	loan translation	en	etymology_type	tõlkelaen
etympl_tyyp	etympl_tyyp	nimi	nimi	et	etymology_type	nimi
etympl_tyyp	etympl_tyyp	nimi	name	en	etymology_type	nimi
fak_tyyp	fakultatiivne	fak	fakultatiivne laiend	et	-	-
fak_tyyp	fakultatiivne	fak	nothing	en	-	-
gkn_tyyp	gkn_tyyp	sg	ainsus	et	-	-
gkn_tyyp	gkn_tyyp	pl	mitmus	et	-	-
gkn_tyyp	gkn_tyyp	lv	lisavorm	et	-	-
gkn_tyyp	gkn_tyyp	ev	erandvorm	et	-	-
kasutus	kasutus	CA	CA	en	region	CA
kasutus	kasutus	EU	EU	en	region	EU
kasutus	kasutus	NATO	NATO	en	region	NATO
kasutus	kasutus	UK	UK	en	region	UK
kasutus	kasutus	UN	UN	en	region	UN
kasutus	kasutus	US	US	en	region	US
keelenditüüp	keelenditüüp	eelistermin	eelistermin	et	value_state	eelistatud
keelenditüüp	keelenditüüp	sünonüüm	sünonüüm	et	value_state	mööndav
keelenditüüp	keelenditüüp	variant	variant	et	value_state	variant
keelenditüüp	keelenditüüp	väldi	väldi	et	value_state	väldi
keelenditüüp	keelenditüüp	endine	endine	et	value_state	endine
keelenditüüp	keelenditüüp	lühend	lühend	et	word_type	l
keelenditüüp	keelenditüüp	lühend ja sünonüüm	lühend ja sünonüüm	et	word_type	l
keelenditüüp	keelenditüüp	SOBIMATU	SOBIMATU	et	value_state	väldi
kl_tyyp	kl_tyyp	ls	liitsõna	et	-	-
kl_tyyp	kl_tyyp	yh	ühendverb	et	-	-
kliik_tyyp	kliik_tyyp	S+S	S+S	et	-	-
kliik_tyyp	kliik_tyyp	Sk+S	Sk+S	et	-	-
kliik_tyyp	kliik_tyyp	S+Sk	S+Sk	et	-	-
kliik_tyyp	kliik_tyyp	Adj+S	Adj+S	et	-	-
kliik_tyyp	kliik_tyyp	Adj+Sk	Adj+Sk	et	-	-
kliik_tyyp	kliik_tyyp	Ss+V	Ss+V	et	-	-
kliik_tyyp	kliik_tyyp	So+V	So+V	et	-	-
kliik_tyyp	kliik_tyyp	Sk+V	Sk+V	et	-	-
kliik_tyyp	kliik_tyyp	Adj+V	Adj+V	et	-	-
kliik_tyyp	kliik_tyyp	N+S	N+S	et	-	-
kliik_tyyp	kliik_tyyp	Adv+Sk	Adv+Sk	et	-	-
kliik_tyyp	kliik_tyyp	Adv+Adj	Adv+Adj	et	-	-
kliik_tyyp	kliik_tyyp	Adv+V	Adv+V	et	-	-
kliik_tyyp	kliik_tyyp	Adv+Adv	Adv+Adv	et	-	-
kliik_tyyp	kliik_tyyp	P+S	P+S	et	-	-
kliik_tyyp	kliik_tyyp	Adv+P	Adv+ P	et	-	-
kliik_tyyp	kliik_tyyp	S+Prep	S+Prep	et	-	-
kliik_tyyp	kliik_tyyp	P+Adv	asesõna+määrsõna	et	-	-
kmpl_tyyp	kmpl_tyyp	komp	võrdlus	et	-	-
kmpl_tyyp	kmpl_tyyp	Akomp	omadussõna võrdlus	et	-	-
kmpl_tyyp	kmpl_tyyp	Dkomp	määrsõna võrdlus	et	-	-
koht_tyyp	koht_tyyp	er	eelrektsioon	et	-	-
koht_tyyp	koht_tyyp	jr	järelrektsioon	et	-	-
kr_tyyp	kr_tyyp	aarja	aarja	et	-	-
kr_tyyp	kr_tyyp	aarja	Aryan	en	-	-
kr_tyyp	kr_tyyp	algonkini k-d	algonkini keeled	et	-	-
kr_tyyp	kr_tyyp	balti	balti	et	-	-
kr_tyyp	kr_tyyp	balti	Baltic	en	-	-
kr_tyyp	kr_tyyp	bantu k-d	bantu keeled	et	-	-
kr_tyyp	kr_tyyp	eesti-liivi	eesti-liivi	et	-	-
kr_tyyp	kr_tyyp	eesti-liivi	Estonian and Livonian	en	-	-
kr_tyyp	kr_tyyp	eesti-soome	eesti-soome	et	-	-
kr_tyyp	kr_tyyp	eesti-soome	Estonian and Finnish	en	-	-
kr_tyyp	kr_tyyp	eesti-vadja	eesti-vadja	et	-	-
kr_tyyp	kr_tyyp	eesti-vadja	Estonian and Votic	en	-	-
kr_tyyp	kr_tyyp	germaani	germaani	et	-	-
kr_tyyp	kr_tyyp	germaani k-d	germaani keeled	et	-	-
kr_tyyp	kr_tyyp	indoeuroopa	indoeuroopa	et	-	-
kr_tyyp	kr_tyyp	iraani	iraani	et	-	-
kr_tyyp	kr_tyyp	läänemeresoome	läänemeresoome	et	-	-
kr_tyyp	kr_tyyp	läänemeresoome (lõunarühm)	läänemeresoome (lõunarühm)	et	-	-
kr_tyyp	kr_tyyp	läänemeresoome (piiratud levikuga)	läänemeresoome (piiratud levikuga)	et	-	-
kr_tyyp	kr_tyyp	läänemeresoome-mordva	läänemeresoome-mordva	et	-	-
kr_tyyp	kr_tyyp	läänemeresoome-permi	läänemeresoome-permi	et	-	-
kr_tyyp	kr_tyyp	läänemeresoome-saami	läänemeresoome-saami	et	-	-
kr_tyyp	kr_tyyp	läänemeresoome-volga	läänemeresoome-volga	et	-	-
kr_tyyp	kr_tyyp	lääneslaavi	lääneslaavi keeled	et	-	-
kr_tyyp	kr_tyyp	lääneslaavi	West Slavic	en	-	-
kr_tyyp	kr_tyyp	põhjagermaani	põhjagermaani	et	-	-
kr_tyyp	kr_tyyp	põhjagermaani	North Germanic	en	-	-
kr_tyyp	kr_tyyp	romaani k-d	romaani keeled	et	-	-
kr_tyyp	kr_tyyp	semi k-d	semi keeled	et	-	-
kr_tyyp	kr_tyyp	slaavi k-d	slaavi keeled	et	-	-
kr_tyyp	kr_tyyp	soome-ugri	soome-ugri keeled	et	-	-
kr_tyyp	kr_tyyp	soome-ugri	Finno-Ugric	en	-	-
kr_tyyp	kr_tyyp	tiibeti k-d	tiibeti keeled	et	-	-
kr_tyyp	kr_tyyp	tunguusi-mandžu k-d	tunguusi-mandžu keeled	et	-	-
kr_tyyp	kr_tyyp	turgi k-d	turgi keeled	et	-	-
kr_tyyp	kr_tyyp	uurali	uurali	et	-	-
kr_tyyp	kr_tyyp	uurali	Uralic	en	-	-
kr_tyyp	kr_tyyp	vanavene	vanavene	et	-	-
ky_tyyp	ky_tyyp	ky	küsitav	et	-	-
liik_tyyp	märksõna liik	vpk	Eesti viipekeele märksõna	et	-	-
liik_tyyp	liik_tyyp	g	omastavaline täiend, genitiivne täiend	et	pos	adjg
liik_tyyp	liik_tyyp	p	pärisnimi	et	pos	prop
liik_tyyp	liik_tyyp	p	proper name	en	pos	prop
liik_tyyp	liik_tyyp	f	fras-väljend (väljendite plokis)	et	word_type	f
liik_tyyp	liik_tyyp	f	(idiomatic) phrase (grp)	en	word_type	f
liik_tyyp	liik_tyyp	mf	märksõna-väljend (iseseisev)	et	word_type	mf
liik_tyyp	liik_tyyp	mf	multiword unit (in the alphabet)	en	word_type	mf
liik_tyyp	liik_tyyp	lz	tsitaatsõna lühend	et	word_type	lz
liik_tyyp	liik_tyyp	lz	abbreviation for alien word	en	word_type	lz
liik_tyyp	liik_tyyp	n	number (nt 24/7)	et	word_type	n
liik_tyyp	liik_tyyp	n	number	en	word_type	n
liik_tyyp	liik_tyyp	pf	prefiksoid, esiosa	et	word_type	pf
liik_tyyp	liik_tyyp	pf	combining form	en	word_type	pf
liik_tyyp	liik_tyyp	s	sarja liige	et	word_type	s
liik_tyyp	liik_tyyp	s	serial member	en	word_type	s
liik_tyyp	liik_tyyp	km	kaubamärk	et	word_type	km
liik_tyyp	liik_tyyp	th	tähis	et	word_type	th
liik_tyyp	liik_tyyp	y	ühendverb (-sidesõna)	et	word_type	yv
liik_tyyp	liik_tyyp	y	phrasal verb	en	word_type	yv
liik_tyyp	liik_tyyp	k	kohanimi	et	word_type	k
liik_tyyp	liik_tyyp	k	place name	en	word_type	k
liik_tyyp	liik_tyyp	l	lühend	et	word_type	l
liik_tyyp	liik_tyyp	l	abbreviation	en	word_type	l
liik_tyyp	liik_tyyp	z	tsitaatsõna	et	word_type	z
liik_tyyp	liik_tyyp	z	loanword (alien)	en	word_type	z
liik_tyyp	märksõna liik	mvv	viiteartikli märksõna	et	word_type	mvv
liik_tyyp	märksõna liik	yv	ühendverb	et	word_type	yv
liik_tyyp	märksõna liik	vv	väljendverb	et	word_type	vv
liik_tyyp	märksõna liik	av	ahelverb	et	word_type	av
liik_tyyp	märksõna liik	tv	tugiverb	et	word_type	tv
liik_tyyp	märksõna liik	vlj	väljend	et	word_type	vlj
liik_tyyp	märksõna liik	ys	ühendsidesõna (nii et)	et	word_type	ys
liik_tyyp	märksõna liik	rs	rühmsidesõna (ei .. ega)	et	word_type	rs
msag_tyyp	msag_tyyp	F0	1 kuni 5000	et	frequency_group	F0
msag_tyyp	msag_tyyp	F1	5001 kuni 10 000	et	frequency_group	F1
msag_tyyp	msag_tyyp	F2	10 001 kuni 20 000	et	frequency_group	F2
msag_tyyp	msag_tyyp	F3	20 001 kuni 30 000	et	frequency_group	F3
msag_tyyp	msag_tyyp	F4	30 001 kuni 40 000	et	frequency_group	F4
msag_tyyp	msag_tyyp	F5	40 001 kuni 50 000	et	frequency_group	F5
mt_tyyp	mt_tyyp	img	pilt	et	-	-
mt_tyyp	mt_tyyp	img	picture	en	-	-
mt_tyyp	mt_tyyp	imgA	link pildile	et	-	-
mt_tyyp	mt_tyyp	imgA	picture link	en	-	-
mt_tyyp	mt_tyyp	f?v	Flash video	et	-	-
mt_tyyp	mt_tyyp	f?v	Flash video	en	-	-
mt_tyyp	mt_tyyp	snd	heli	et	-	-
mt_tyyp	mt_tyyp	snd	sound	en	-	-
mvtl_tyyp	mvtl_tyyp	srj	sarjaviide	et	-	-
mvtl_tyyp	mvtl_tyyp	srj	see also	en	-	-
mvtl_tyyp	mvtl_tyyp	vt	vaata seost	et	-	-
mvtl_tyyp	mvtl_tyyp	vt	see also	en	-	-
mvtl_tyyp	mvtl_tyyp	adv	adverbiviide	et	-	-
mvtl_tyyp	mvtl_tyyp	adv	cross-reference (from adverb)	en	-	-
mvtl_tyyp	mvtl_tyyp	gr	vormiviide	et	-	-
mvtl_tyyp	mvtl_tyyp	gr	cross-reference (from inflectional form)	en	-	-
mvtl_tyyp	märksõnaviide	cmp	võrdlusvormi viide	et	-	-
mvtl_tyyp	märksõnaviide	var	variandiviide	et	-	-
mõistetüüp	Mõistetüüp	termin	termin	et	-	-
mõistetüüp	Mõistetüüp	tõlkeprobleem	tõlkeprobleem	et	word_type	tõlkeprobleem
mõistetüüp	Mõistetüüp	ametinimetus	ametinimetus	et	word_type	ametinimetus
mõistetüüp	Mõistetüüp	organisatsioon, asutus	organisatsioon, asutus	et	word_type	organisatsiooni, asutuse nimi
mõistetüüp	Mõistetüüp	õigusakti pealkiri	õigusakti pealkiri	et	word_type	õigusakti pealkiri
mõistetüüp	Mõistetüüp	dokumendi pealkiri	dokumendi pealkiri	et	word_type	dokumendi pealkiri
nliik_tyyp	nliik_tyyp	Rhvl	(ei ole kasutusel)	et	-	-
nliik_tyyp	nliik_tyyp	ls	liitsõna	et	usage_type	ls
nliik_tyyp	nliik_tyyp	ls	compound	en	usage_type	ls
nliik_tyyp	nliik_tyyp	Vs	vanasõna	et	usage_type	Vs
nliik_tyyp	nliik_tyyp	Vs	proverb	en	usage_type	Vs
nliik_tyyp	nliik_tyyp	y	sõnaühend	et	usage_type	y
pvtl_tyyp	pvtl_tyyp	vp	vaata pilti	et	-	-
pvtl_tyyp	pvtl_tyyp	vpl	vaata piltide lehte	et	-	-
pvtl_tyyp	pvtl_tyyp	vqp	vaata kaarti lk	et	-	-
rk_tyyp	rk_tyyp	abess	abessiiv, ilmaütlev	et	-	-
rk_tyyp	rk_tyyp	abess	abessive	en	-	-
rk_tyyp	rk_tyyp	ablat	ablatiiv, alaltütlev	et	-	-
rk_tyyp	rk_tyyp	ablat	ablative	en	-	-
rk_tyyp	rk_tyyp	adess	adessiiv, alalütlev	et	-	-
rk_tyyp	rk_tyyp	adess	adessive	en	-	-
rk_tyyp	rk_tyyp	allat	allatiiv, alaleütlev	et	-	-
rk_tyyp	rk_tyyp	allat	allative	en	-	-
rk_tyyp	rk_tyyp	elat	elatiiv, seestütlev	et	-	-
rk_tyyp	rk_tyyp	elat	elative	en	-	-
rk_tyyp	rk_tyyp	ess	essiiv, olev	et	-	-
rk_tyyp	rk_tyyp	ess	essive	en	-	-
rk_tyyp	rk_tyyp	gen	genitiiv, omastav	et	-	-
rk_tyyp	rk_tyyp	gen	genitive	en	-	-
rk_tyyp	rk_tyyp	illat	illatiiv, sisseütlev	et	-	-
rk_tyyp	rk_tyyp	illat	illative	en	-	-
rk_tyyp	rk_tyyp	iness	inessiiv, seesütlev	et	-	-
rk_tyyp	rk_tyyp	iness	inessive	en	-	-
rk_tyyp	rk_tyyp	komit	komitatiiv, kaasaütlev	et	-	-
rk_tyyp	rk_tyyp	komit	comitative	en	-	-
rk_tyyp	rk_tyyp	nom	nominatiiv, nimetav	et	-	-
rk_tyyp	rk_tyyp	nom	nominative	en	-	-
rk_tyyp	rk_tyyp	part	partitiiv, osastav	et	-	-
rk_tyyp	rk_tyyp	part	partitive	en	-	-
rk_tyyp	rk_tyyp	term	terminatiiv, rajav	et	-	-
rk_tyyp	rk_tyyp	term	terminative	en	-	-
rk_tyyp	rk_tyyp	transl	translatiiv, saav	et	-	-
rk_tyyp	rk_tyyp	transl	translative	en	-	-
rliik_tyyp	rliik_tyyp	obj	objektirektsioon	et	government_type	obj
rliik_tyyp	rliik_tyyp	kn	käänderektsioon	et	government_type	kn
rliik_tyyp	rliik_tyyp	ks	kaassõnarektsioon	et	government_type	ks
rliik_tyyp	rliik_tyyp	yld	üldrektsioon	et	government_type	yld
rliik_tyyp	rliik_tyyp	inf	infinitiivirektsioon	et	government_type	inf
rliik_tyyp	rliik_tyyp	kla	lausungirektsioon	et	government_type	kla
rliik_tyyp	rliik_tyyp	subj	subjektirektsioon	et	government_type	subj
s_tyyp	s_tyyp	EST	eestivene	et	register	eevn
s_tyyp	s_tyyp	dem	deminutiiv	et	register	hellitl
s_tyyp	s_tyyp	hellitl	hellitlev	et	register	hellitl
s_tyyp	s_tyyp	hlv	halvustav	et	register	hlv
s_tyyp	s_tyyp	hlv	offensive	en	register	hlv
s_tyyp	s_tyyp	hrv	harvaesinev	et	register	hrv
s_tyyp	s_tyyp	hrv	rare	en	register	hrv
s_tyyp	s_tyyp	kõrgst	kõrgstiil	et	register	kõrgst
s_tyyp	s_tyyp	liter	literatuurne	et	register	kõrgst
s_tyyp	s_tyyp	lstk	lastekeelne	et	register	lastek
s_tyyp	s_tyyp	lastek	lastekeelne	et	register	lastek
s_tyyp	s_tyyp	lastek	child language	en	register	lastek
s_tyyp	s_tyyp	luulek	luulekeelne	et	register	luulek
s_tyyp	s_tyyp	luulek	poetic	en	register	luulek
s_tyyp	s_tyyp	madalk	madalkeelne	et	register	madalk
s_tyyp	s_tyyp	murd	murdekeelne	et	register	murd
s_tyyp	s_tyyp	murd	dialect, regional	en	register	murd
s_tyyp	s_tyyp	nlj	naljatlev	et	register	nlj
s_tyyp	s_tyyp	nlj	humorous	en	register	nlj
s_tyyp	s_tyyp	piltl	piltlik	et	register	piltl
s_tyyp	s_tyyp	piltl	figurative	en	register	piltl
s_tyyp	s_tyyp	släng	släng	et	register	släng
s_tyyp	s_tyyp	släng	slang	en	register	släng
s_tyyp	s_tyyp	vabakeel	kõnekeelne	et	register	kõnek
s_tyyp	s_tyyp	vabakeel	informal	en	register	kõnek
s_tyyp	s_tyyp	kõnek	kõnek	et	register	kõnek
s_tyyp	s_tyyp	rhvk	rahvakeelne	et	register	kõnek
s_tyyp	s_tyyp	iroon	irooniline	et	register	kõnek
s_tyyp	s_tyyp	uudis	uudissõna	et	register	uudis
s_tyyp	s_tyyp	van	vananenud	et	register	van
s_tyyp	s_tyyp	van	archaic	en	register	van
s_tyyp	s_tyyp	vulg	vulgaarne	et	register	vulg
s_tyyp	s_tyyp	vulg	vulgar	en	register	vulg
sa_tyyp	sa_tyyp	s	sarja liige	et	-	-
sag_tyyp	sagedusrühm	1	1 - kuni 3000	et	frequency_group	1
sag_tyyp	sagedusrühm	2	2 - 3000-6000	et	frequency_group	2
sag_tyyp	sagedusrühm	3	3 - 6000-10000	et	frequency_group	3
sag_tyyp	sagedusrühm	4	4 - pole sag_S-s	et	frequency_group	4
sag_tyyp	sagedusrühm	L2	L2 - 3000-6000 (lisatud)	et	frequency_group	L2
sag_tyyp	sagedusrühm	L3	L3 - 6000-10000 (lisatud)	et	frequency_group	L3
sag_tyyp	sagedusrühm	L4	L4 - pole sag_S-s (lisatud)	et	frequency_group	L4
sl_tyyp	sl_tyyp	adj	adjektiiv, omadussõna	et	pos	adj
sl_tyyp	sl_tyyp	adj	adjective	en	pos	adj
sl_tyyp	sl_tyyp	adv	adverb, määrsõna	et	pos	adv
sl_tyyp	sl_tyyp	adv	adverb	en	pos	adv
sl_tyyp	sl_tyyp	indekl adj	käändumatu omadussõna	et	pos	adj
sl_tyyp	sl_tyyp	indekl adj	indeclinable adjective	en	pos	adj
sl_tyyp	sl_tyyp	indekl pron	käändumatu asesõna	et	pos	pron
sl_tyyp	sl_tyyp	indekl pron	indeclinable pronoun	en	pos	pron
sl_tyyp	sl_tyyp	interj	interjektsioon, hüüdsõna	et	pos	interj
sl_tyyp	sl_tyyp	interj	interjection	en	pos	interj
sl_tyyp	sl_tyyp	konj	konjunktsioon, sidesõna	et	pos	konj
sl_tyyp	sl_tyyp	konj	conjunction	en	pos	konj
sl_tyyp	sl_tyyp	num	numeraal, arvsõna	et	pos	num
sl_tyyp	sl_tyyp	num	numeral	en	pos	num
sl_tyyp	sl_tyyp	pron	pronoomen, asesõna	et	pos	pron
sl_tyyp	sl_tyyp	pron	pronoun	en	pos	pron
sl_tyyp	sl_tyyp	s	substantiiv, nimisõna	et	pos	s
sl_tyyp	sl_tyyp	s	substantive	en	pos	s
sl_tyyp	sl_tyyp	v	verb, tegusõna	et	pos	v
sl_tyyp	sl_tyyp	v	verb	en	pos	v
sl_tyyp	sõnaliik	A	A	et	pos	adj
sl_tyyp	sõnaliik	A	adjektiiv, omadussõna	et	pos	adj
sl_tyyp	sõnaliik	A	adjective	en	pos	adj
sl_tyyp	sõnaliik	D	D	et	pos	adv
sl_tyyp	sõnaliik	D	adverb, määrsõna	et	pos	adv
sl_tyyp	sõnaliik	D	adverb	en	pos	adv
sl_tyyp	sõnaliik	G	G	et	pos	adjg
sl_tyyp	sõnaliik	G	genitiivatribuut, omastavaline täiend	et	pos	adjg
sl_tyyp	sõnaliik	G	attribute in genitive	en	pos	adjg
sl_tyyp	sõnaliik	H	H	et	pos	prop
sl_tyyp	sõnaliik	H	prooprium, pärisnimi	et	pos	prop
sl_tyyp	sõnaliik	H	proper noun	en	pos	prop
sl_tyyp	sõnaliik	I	I	et	pos	interj
sl_tyyp	sõnaliik	I	interjektsioon, hüüdsõna	et	pos	interj
sl_tyyp	sõnaliik	I	interjection	en	pos	interj
