adj	bolan	-	adjektiiv, omadussõna
adv	bolan	-	adverb, määrsõna
indekl adj	bolan	-	käändumatu omadussõna
indekl pron	bolan	-	käändumatu asesõna
interj	bolan	-	interjektsioon, hüüdsõna
konj	bolan	-	konjunktsioon, sidesõna
num	bolan	-	numeraal, arvsõna
postp	bolan	-	postpositsioon, tagasõna
prep	bolan	-	prepositsioon, eessõna
pron	bolan	-	pronoomen, asesõna
s	bolan	-	substantiiv, nimisõna
v	bolan	-	verb, tegusõna
adjg	bolan	-	genitiivatribuut, omastavaline täiend
