dem	arvi	-	deminutiiv, vähendussõna
algvõrre	arvi	-	algvõrre
komp	arvi	-	komparatiiv, keskvõrre
partits	arvi	-	partitsiip, kesksõna
superl	arvi	-	superlatiiv, ülivõrre
tgn	arvi	-	tegijanimi
tn	arvi	-	teonimi
