adj	bolan	-	adjective
adv	bolan	-	adverb
indekl adj	bolan	-	indeclinable adjective
indekl pron	bolan	-	indeclinable pronoun
interj	bolan	-	interjection
konj	bolan	-	conjunction
num	bolan	-	numeral
postp	bolan	-	postposition
prep	bolan	-	preposition
pron	bolan	-	pronoun
s	bolan	-	substantive
v	bolan	-	verb
